message_index,timestamp_ns,symbol,bid_price,ask_price,bid_size,ask_size,spread,source_path,limitation
47255,1517065648291372727,NTEST.C,18.0,32.05,1163,8555,14.049999999999997,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
47264,1517065649881069298,AUO,4.06,4.34,1280,6617,0.28000000000000025,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
47267,1517065649890205986,AUO,4.06,4.34,1280,2977,0.28000000000000025,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
47268,1517065649901528090,AUO,4.06,4.34,1280,4829,0.28000000000000025,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
47269,1517065649961983130,AUO,4.06,4.34,1280,8872,0.28000000000000025,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
47270,1517065649973577969,AUO,4.06,4.34,1280,18009,0.28000000000000025,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
47271,1517065649985331707,AUO,4.06,4.34,1280,19232,0.28000000000000025,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
47272,1517065650051212246,AUO,4.06,4.34,1280,19549,0.28000000000000025,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
47273,1517065650164792565,AUO,4.06,4.34,8445,19549,0.28000000000000025,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
47274,1517065650307417071,AUO,4.06,4.34,8445,21966,0.28000000000000025,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
47278,1517065650333898648,AUO,4.06,4.34,8445,14807,0.28000000000000025,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
47279,1517065650401809157,AUO,4.06,4.34,8445,17572,0.28000000000000025,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
47280,1517065650540033750,AUO,4.06,4.34,8445,23855,0.28000000000000025,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
