message_index,timestamp_ns,symbol,bid_price,ask_price,bid_size,ask_size,spread,source_path,limitation
48567,1517065685975189983,AVAV,54.93,54.94,41231,10451,0.00999999999999801,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48570,1517065686010750748,AVAV,54.93,54.94,41231,5952,0.00999999999999801,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48602,1517065686059309427,AVAV,54.94,54.95,24300,6686,0.010000000000005116,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48603,1517065686068858331,AVAV,54.94,54.95,34163,6686,0.010000000000005116,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48605,1517065686125219737,AVAV,54.94,54.95,33303,6686,0.010000000000005116,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48607,1517065686137209401,AVAV,54.94,54.95,32036,6686,0.010000000000005116,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48616,1517065686183136633,AVAV,54.94,54.95,30809,6686,0.010000000000005116,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48619,1517065686202307061,AVAV,54.94,54.95,21506,6686,0.010000000000005116,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48626,1517065686208398471,AVAV,54.95,54.96,9320,15969,0.00999999999999801,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48628,1517065686225215556,AVAV,54.95,54.96,5136,15969,0.00999999999999801,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48634,1517065686270081180,AVAV,54.94,54.96,5360,15969,0.020000000000003126,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48637,1517065686298279817,AVAV,54.93,54.96,6821,15969,0.030000000000001137,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48642,1517065686307981461,AVAV,54.93,54.96,6821,15878,0.030000000000001137,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48645,1517065686319161335,AVAV,54.93,54.96,6821,12914,0.030000000000001137,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48649,1517065686391997073,AVAV,54.93,54.95,6821,2159,0.020000000000003126,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48653,1517065686410575975,AVAV,54.93,54.96,6821,12914,0.030000000000001137,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48657,1517065686472508945,AVAV,54.95,54.96,6520,12914,0.00999999999999801,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48658,1517065686573042947,AVAV,54.95,54.96,6520,16246,0.00999999999999801,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48663,1517065686583138254,AVAV,54.95,54.96,6520,9696,0.00999999999999801,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48665,1517065686631247976,AVAV,54.95,54.96,3225,9696,0.00999999999999801,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48669,1517065686661419770,AVAV,54.94,54.96,2734,9696,0.020000000000003126,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48675,1517065686685989382,AVAV,54.93,54.96,5663,9696,0.030000000000001137,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48678,1517065686735162453,AVAV,54.93,54.96,1002,9696,0.030000000000001137,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48683,1517065686808098974,AVAV,54.93,54.96,1002,8512,0.030000000000001137,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48687,1517065686854398130,AVAV,54.93,54.96,1002,2047,0.030000000000001137,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48689,1517065686875349667,AVAV,54.93,54.96,469,2047,0.030000000000001137,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48699,1517065686938944925,AVAV,54.93,54.96,469,2725,0.030000000000001137,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48703,1517065686973430141,AVAV,54.92,54.96,15046,2725,0.03999999999999915,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48711,1517065687065872385,AVAV,54.92,54.97,15046,11338,0.04999999999999716,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48721,1517065687275544172,AVAV,54.92,54.97,15046,4675,0.04999999999999716,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48726,1517065687306553585,AVAV,54.92,54.98,15046,17410,0.05999999999999517,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48731,1517065687354317907,AVAV,54.92,54.98,15046,16756,0.05999999999999517,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48735,1517065687375531622,AVAV,54.92,54.98,13172,16756,0.05999999999999517,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48736,1517065687435194989,AVAV,54.92,54.98,13172,18387,0.05999999999999517,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48740,1517065687466678738,AVAV,54.92,54.98,13172,18042,0.05999999999999517,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48744,1517065687507136566,AVAV,54.92,54.98,13172,17000,0.05999999999999517,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48746,1517065687520202041,AVAV,54.92,54.98,8424,17000,0.05999999999999517,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48747,1517065687571216246,AVAV,54.93,54.98,1959,17000,0.04999999999999716,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48749,1517065687623044711,AVAV,54.93,54.98,1730,17000,0.04999999999999716,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48750,1517065687684705783,AVAV,54.93,54.98,1730,25469,0.04999999999999716,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48753,1517065687719772977,AVAV,54.95,54.98,2062,25469,0.02999999999999403,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48757,1517065687731847215,AVAV,54.93,54.98,1730,25469,0.04999999999999716,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48762,1517065687778938153,AVAV,54.93,54.98,813,25469,0.04999999999999716,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48765,1517065687804515672,AVAV,54.93,54.98,813,24732,0.04999999999999716,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48767,1517065687811790459,AVAV,54.93,54.98,813,19280,0.04999999999999716,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48769,1517065687888328674,AVAV,54.93,54.95,813,9229,0.020000000000003126,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48771,1517065687915223508,AVAV,54.93,54.95,813,1467,0.020000000000003126,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48772,1517065687956278989,AVAV,54.93,54.95,813,5927,0.020000000000003126,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48775,1517065687968559363,AVAV,54.93,54.95,813,3832,0.020000000000003126,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48779,1517065687980987990,AVAV,54.92,54.95,8074,3832,0.030000000000001137,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48782,1517065688040784006,AVAV,54.92,54.95,5634,3832,0.030000000000001137,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48788,1517065688098125945,AVAV,54.92,54.95,1472,3832,0.030000000000001137,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48790,1517065688109102458,AVAV,54.94,54.95,2594,3832,0.010000000000005116,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48795,1517065688130546899,AVAV,54.92,54.95,1472,3832,0.030000000000001137,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48799,1517065688169888383,AVAV,54.92,54.95,1472,3832,0.030000000000001137,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48802,1517065688230513830,AVAV,54.92,54.95,1472,3832,0.030000000000001137,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48805,1517065688276548834,AVAV,54.92,54.95,1472,1439,0.030000000000001137,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48810,1517065688468614020,AVAV,54.92,54.96,1472,4553,0.03999999999999915,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48812,1517065688479244405,AVAV,54.92,54.93,1472,1487,0.00999999999999801,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48816,1517065688486510173,AVAV,54.91,54.93,36962,1487,0.020000000000003126,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48817,1517065688500623560,AVAV,54.91,54.93,36962,4668,0.020000000000003126,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48821,1517065688521520055,AVAV,54.91,54.93,31964,4668,0.020000000000003126,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48823,1517065688533556928,AVAV,54.91,54.93,31964,4265,0.020000000000003126,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48825,1517065688596072870,AVAV,54.91,54.93,31964,4793,0.020000000000003126,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48828,1517065688618619906,AVAV,54.91,54.93,31964,3352,0.020000000000003126,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48829,1517065688629874648,AVAV,54.91,54.93,32225,3352,0.020000000000003126,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48833,1517065688655524252,AVAV,54.91,54.93,32225,528,0.020000000000003126,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48837,1517065688701077559,AVAV,54.91,54.93,24024,528,0.020000000000003126,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48838,1517065688740868386,AVAV,54.91,54.93,29307,528,0.020000000000003126,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48844,1517065688761257444,AVAV,54.91,54.96,29307,4553,0.05000000000000426,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48847,1517065688771792681,AVAV,54.91,54.96,21479,4553,0.05000000000000426,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48851,1517065688830258824,AVAV,54.91,54.96,21479,4536,0.05000000000000426,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48854,1517065688883241801,AVAV,54.91,54.96,16119,4536,0.05000000000000426,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48856,1517065688921998172,AVAV,54.93,54.96,3618,4536,0.030000000000001137,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48867,1517065689006699146,AVAV,54.91,54.96,16119,4536,0.05000000000000426,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48869,1517065689059850036,AVAV,54.91,54.96,16119,3705,0.05000000000000426,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48871,1517065689167407431,AVAV,54.91,54.96,17576,3705,0.05000000000000426,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48875,1517065689237016058,AVAV,54.91,54.93,17576,4370,0.020000000000003126,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48879,1517065689244524363,AVAV,54.91,54.96,17576,3705,0.05000000000000426,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48881,1517065689255757342,AVAV,54.91,54.96,17576,2101,0.05000000000000426,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48883,1517065689279488093,AVAV,54.91,54.96,17576,1162,0.05000000000000426,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48886,1517065689289473928,AVAV,54.91,54.96,17576,1457,0.05000000000000426,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48887,1517065689322860168,AVAV,54.91,54.95,17576,6299,0.04000000000000625,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48893,1517065689390137436,AVAV,54.91,54.95,17576,15008,0.04000000000000625,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48894,1517065689459008102,AVAV,54.91,54.93,17576,3779,0.020000000000003126,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48898,1517065689566991965,AVAV,54.91,54.93,19028,3779,0.020000000000003126,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48899,1517065689577429523,AVAV,54.92,54.93,1310,3779,0.00999999999999801,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48904,1517065689600252628,AVAV,54.92,54.94,1310,306,0.01999999999999602,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48908,1517065689610128846,AVAV,54.92,54.94,1310,306,0.01999999999999602,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48913,1517065689641173707,AVAV,54.92,54.95,1310,10033,0.030000000000001137,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48915,1517065689651460728,AVAV,54.92,54.95,1310,9147,0.030000000000001137,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48920,1517065689693066680,AVAV,54.92,54.95,558,9147,0.030000000000001137,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48925,1517065689751582924,AVAV,54.92,54.95,558,1205,0.030000000000001137,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48929,1517065689783445344,AVAV,54.92,54.97,558,1941,0.04999999999999716,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48932,1517065689857223812,AVAV,54.93,54.97,4344,1941,0.03999999999999915,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48936,1517065689878843454,AVAV,54.93,54.97,1722,1941,0.03999999999999915,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48938,1517065689929872928,AVAV,54.93,54.97,1722,4801,0.03999999999999915,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48942,1517065689956876991,AVAV,54.93,54.97,1722,4212,0.03999999999999915,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48943,1517065689967463250,AVAV,54.93,54.96,1722,9696,0.030000000000001137,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48944,1517065689983978404,AVAV,54.95,54.96,3393,9696,0.00999999999999801,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48948,1517065690018646269,AVAV,54.93,54.96,1722,9696,0.030000000000001137,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48950,1517065690055276069,AVAV,54.95,54.96,8930,9696,0.00999999999999801,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48953,1517065690092130145,AVAV,54.95,54.96,1280,9696,0.00999999999999801,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48956,1517065690129234129,AVAV,54.93,54.96,1722,9696,0.030000000000001137,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48958,1517065690140162841,AVAV,54.93,54.96,1722,1191,0.030000000000001137,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48960,1517065690225496255,AVAV,54.93,54.96,1722,2756,0.030000000000001137,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48963,1517065690249268060,AVAV,54.93,54.96,1722,961,0.030000000000001137,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48969,1517065690284206379,AVAV,54.93,54.97,1722,3640,0.03999999999999915,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48972,1517065690344365781,AVAV,54.93,54.97,1722,2623,0.03999999999999915,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48973,1517065690353521823,AVAV,54.96,54.97,8935,2623,0.00999999999999801,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48975,1517065690367765983,AVAV,54.96,54.97,8935,2329,0.00999999999999801,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48977,1517065690394025732,AVAV,54.96,54.97,1948,2329,0.00999999999999801,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48986,1517065690418903899,AVAV,54.96,54.97,1948,186,0.00999999999999801,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48990,1517065690494460929,AVAV,54.93,54.97,1722,186,0.03999999999999915,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48993,1517065690506246506,AVAV,54.93,54.95,1722,735,0.020000000000003126,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
48999,1517065690589147371,AVAV,54.92,54.95,4746,735,0.030000000000001137,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
49001,1517065690598631468,AVAV,54.94,54.95,4711,735,0.010000000000005116,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
49005,1517065690749427387,ATSG,24.18,24.38,9608,10063,0.1999999999999993,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
49006,1517065690782560439,ATSG,24.18,24.38,9608,15263,0.1999999999999993,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
49007,1517065690807309625,ATSG,24.18,24.38,9608,15996,0.1999999999999993,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
49008,1517065690843082881,ATSG,24.22,24.38,2674,15996,0.16000000000000014,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
49009,1517065690949009634,ATSG,24.22,24.38,2674,19397,0.16000000000000014,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
49010,1517065690974842480,ATSG,24.22,24.38,2674,21771,0.16000000000000014,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
49011,1517065691026966104,ATSG,24.24,24.38,1604,21771,0.14000000000000057,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
49012,1517065691048393967,ATSG,24.25,24.38,3016,21771,0.129999999999999,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
49013,1517065691123109333,ATSG,24.25,24.38,3016,23229,0.129999999999999,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
49014,1517065691133602885,ATSG,24.25,24.38,4124,23229,0.129999999999999,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
49015,1517065691290414894,ATSG,24.25,24.38,4124,30017,0.129999999999999,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
49016,1517065691375399224,ATSG,24.25,24.38,10765,30017,0.129999999999999,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
49017,1517065691608614268,ATSG,24.25,24.38,18304,30017,0.129999999999999,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
49018,1517065691618786952,ATSG,24.25,24.38,18304,38748,0.129999999999999,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
49019,1517065691680083792,ATSG,24.25,24.38,18304,42065,0.129999999999999,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
49020,1517065691690541343,ATSG,24.25,24.38,18304,45559,0.129999999999999,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
49021,1517065691745451214,ATSG,24.25,24.38,18304,52431,0.129999999999999,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
49023,1517065691923206399,ATSG,24.25,24.38,18304,45765,0.129999999999999,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
49024,1517065691923916934,ATSG,24.25,24.26,18304,45765,0.010000000000001563,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
49036,1517065691936433710,ATSG,24.25,24.26,12580,45765,0.010000000000001563,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
49039,1517065691936908736,ATSG,24.25,24.26,5591,45765,0.010000000000001563,data_contracts/fixtures/public_iex/20180127_IEXTP1_TOPS1.6.pcap.gz,aggregated TOPS best quote; not order-level queue data
